id,mood,arousal,valence,activity,night_physical_activity,SUM_inactivity_timediff,screen,call,sms,appCat_total,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,night_screen,night_appcat_combined,mood_of_next_day
1,6.133333333333334,-0.39999999999999997,0.13333333333333333,0.1271697103029625,0.02544261126180423,3.0,38968.570001363696,9.0,0.0,39274.887,6419.120999999999,16600.59,2780.6740000000004,843.641,234.741,182.869,824.235,8980.867,1614.621,0.0,793.5279999999999,0.0,20208.32900142674,14437.590999999997,6.4
1,6.266666666666667,-0.36666666666666664,0.3,0.1309305308336155,0.028002081300949066,3.0,34497.144998550415,9.0,0.0,36617.9,7095.629999999999,17952.918,3341.858,324.01099999999997,0.0,90.481,874.7669999999999,6372.338,158.241,0.0,407.65599999999995,0.0,20967.99000144009,16109.357,6.6
1,6.466666666666668,-0.3666666666666667,0.39999999999999997,0.1454813962800445,0.030952536484372867,3.3333333333333335,25853.96399879451,5.0,0.0,41416.474,18861.713,15535.692,2339.6180000000004,76.234,0.0,0.0,439.57800000000003,3562.77,346.18600000000004,0.0,254.68299999999994,0.0,20685.599002361338,13186.793999999998,6.9
1,6.633333333333333,-0.23333333333333336,0.6333333333333333,0.1320471373594217,0.05957770594952246,3.0,17888.415998458862,2.0,0.0,34474.671,21114.434999999998,8412.380000000001,1642.2110000000002,0.0,114.40599999999998,0.0,347.72100000000006,2224.5,346.18600000000004,0.0,272.83199999999994,0.0,11131.355001449583,8989.427999999998,6.6
1,6.7,-0.5333333333333333,0.6,0.09652773087108857,0.05525671829520148,3.0,15423.71499943733,1.0,0.0,31120.464,19900.482,8122.902,625.2960000000005,0.0,114.40599999999998,17.107,303.71000000000004,1491.72,248.192,0.0,296.64899999999994,0.0,5322.701000928883,3174.728999999998,6.6
1,6.699999999999999,-0.6,0.5,0.06951202215107756,0.04686527177387933,2.3333333333333335,20398.987001895897,1.0,0.0,23177.123999999996,5442.257,12297.673999999999,1421.2180000000005,19.131,114.40599999999998,17.107,281.01900000000006,3310.2290000000003,60.247,0.0,213.83599999999993,0.0,8223.704999446863,9142.563999999998,7.4
1,6.866666666666667,-0.6,0.6,0.12318933513300719,0.011194506292545476,3.0,23729.86400294304,4.0,0.0,24665.322,2515.686,14137.474999999999,1797.3510000000006,19.131,0.0,17.107,507.7180000000001,5423.6720000000005,60.247,0.0,186.93499999999995,0.0,11331.69199991226,11777.848999999998,7.4
1,7.133333333333333,-0.3666666666666667,0.7666666666666666,0.12941257065249975,0.025328564061158538,2.6666666666666665,21790.91600322723,11.0,0.0,22719.502999999993,2479.061,11783.967,1912.8930000000005,19.131,1.0589999999999715,23.195,487.7480000000001,5726.761,0.0,0.0,285.688,0.0,18744.87899899483,18669.132999999998,7.0
1,7.266666666666667,-0.6333333333333333,0.9,0.13713266964612544,0.026283060495880976,4.0,23158.31700134277,11.0,0.0,20787.535999999996,5029.308,9045.033,1474.8510000000006,94.093,1.0589999999999715,23.195,479.71900000000005,4141.851,34.234,0.0,464.193,0.0,13118.636999368679,12638.277999999998,7.2
1,7.2,-0.6333333333333333,0.8333333333333334,0.10551813874147986,0.019741925523373442,4.333333333333333,23853.9130012989,7.0,0.0,20092.744999999995,3952.108,11245.75,1964.4900000000005,94.093,1.0589999999999715,23.195,190.94900000000007,1961.3749999999995,34.234,0.0,625.492,0.0,10049.034998893747,10358.667999999998,7.6
1,7.266666666666667,-1.0333333333333334,0.7333333333333334,0.0769568306579968,0.018008012998042878,4.666666666666667,19913.560000658035,0.0,0.0,16307.219999999996,3646.167,9537.497000000001,1522.4310000000005,176.506,0.0,0.0,151.74400000000006,843.3459999999995,34.234,0.0,395.29499999999996,0.0,3733.124999761576,4518.700999999998,7.2
1,7.333333333333333,-1.0333333333333334,0.6666666666666666,0.07615893140868747,0.019522253345782743,4.666666666666667,23510.514999866526,1.0,0.0,22287.899999999994,1199.23,10586.788,7025.798000000001,171.736,0.0,0.0,245.40700000000004,2369.8399999999992,29.104,0.0,659.997,0.0,4370.298999786367,5155.828999999998,6.7
1,7.166666666666667,-0.8999999999999999,0.6666666666666666,0.08973101040689403,0.026235449704068842,4.333333333333333,21522.446997880976,9.0,0.0,22282.300999999996,2135.3500000000004,8479.493999999999,6814.017000000001,184.779,0.0,0.0,293.86400000000003,3628.4939999999997,37.467,0.0,708.836,0.0,8283.20699954032,7443.757999999998,7.2
1,7.033333333333334,-0.26666666666666666,0.6,0.13899952042594999,0.01819519656577651,4.333333333333333,28631.8989965916,9.0,1.0,26676.343999999997,2627.867,10923.359,7205.555000000001,102.36599999999999,0.0,0.0,269.14000000000004,4641.8279999999995,37.467,0.0,868.762,0.0,12533.46999931335,11622.517999999998,6.7
1,6.866666666666667,0.10000000000000002,0.6333333333333334,0.12203384166761815,0.028211515405624738,4.0,23446.88799834251,10.0,1.0,19083.406999999996,2213.9500000000003,11007.632,1306.168000000001,13.043,0.0,0.0,179.84300000000007,3925.7689999999993,8.363,0.0,428.6389999999999,0.0,15765.59799981118,13914.645999999997,6.9
1,6.933333333333334,0.13333333333333333,0.6666666666666666,0.12471706630180246,0.031108070041270443,4.0,28307.92399930954,3.0,1.0,19859.62,2037.4950000000001,11916.183,1239.317000000001,119.163,0.0,0.0,122.18800000000006,4079.6699999999996,63.874,0.0,281.7299999999999,0.0,17622.80199956895,18742.346999999998,7.8
1,7.133333333333334,-0.20000000000000004,0.8666666666666666,0.1171390403412778,0.028908671763440776,4.333333333333333,24284.40100145341,4.0,0.0,18550.268999999997,2018.875,10839.885999999999,1281.8570000000009,214.792,29.08399999999997,0.0,112.88500000000006,3432.5259999999994,192.76399999999998,0.0,427.59999999999997,0.0,12236.40799975397,13473.658999999996,6.9
1,7.2,-0.30000000000000004,0.8333333333333334,0.126995737422782,0.03050277840869831,4.221333333333333,21271.63800048829,2.0,0.0,17274.239999999998,2172.0040000000004,9750.827,1504.102000000001,214.792,29.08399999999997,0.0,90.30900000000005,2833.0149999999994,192.76399999999998,0.0,487.34299999999996,0.0,19627.756999731107,14288.706999999999,7.6
1,7.433333333333334,-0.20000000000000004,0.8666666666666667,0.13518069737970032,0.023337667822369876,4.221333333333333,11579.46300029755,2.0,0.0,13911.983999999997,4495.573,6420.407999999999,775.1290000000009,128.895,29.08399999999997,0.0,100.49900000000005,1187.1499999999996,197.168,0.0,578.078,0.0,13874.076000213663,6356.846999999999,7.4
1,7.3,-0.06666666666666667,0.8666666666666667,0.13616324349879333,0.019325322143357544,4.221333333333333,18052.812999486952,3.0,0.0,21716.620999999992,5589.054,12861.019,1167.6180000000008,53.449,0.0,0.0,138.19200000000006,1252.0699999999995,68.278,0.0,586.9409999999999,0.0,14145.837000131643,6808.437999999998,7.4
1,7.466666666666668,0.10000000000000002,1.0,0.12256715471293511,0.008669792112981042,4.333333333333333,18309.15799784663,3.0,0.0,22342.381999999998,5676.191000000001,14115.385999999999,1045.8950000000011,71.5,0.0,0.0,147.32000000000005,723.8139999999996,68.278,0.0,493.9979999999999,0.0,8293.891999244684,7720.633999999998,7.1
1,7.3,-0.06666666666666665,0.9333333333333332,0.09001510158907305,0.013962701091153778,3.6666666666666665,25985.647998094573,3.0,0.0,26225.251999999997,2603.21,18708.206,2691.163000000001,248.17100000000002,0.0,0.0,119.14500000000005,1319.7809999999995,0.0,0.0,535.5759999999999,0.0,20713.8339998722,16744.288,7.2
1,7.233333333333334,-0.19999999999999998,0.8666666666666667,0.09875648041596773,0.019068749376987274,3.3333333333333335,25831.314998149872,2.0,1.0,24737.387999999995,1376.277,17198.334,2399.929000000001,249.05900000000003,0.0,0.0,107.64800000000005,2773.9339999999993,63.316,0.0,568.8909999999998,0.0,26339.43900084495,21261.278,7.3
1,7.199999999999999,-0.2333333333333333,0.8666666666666667,0.1945760182211389,0.015647443629327244,3.3333333333333335,34662.0189988613,5.0,5.0,24307.065999999995,1419.459,13906.167,2386.734000000001,258.27500000000003,0.0,0.0,113.53000000000006,4841.784,534.089,0.0,847.0279999999998,0.0,23684.418000936508,16776.257999999998,7.4
1,7.300000000000001,-0.26666666666666666,0.8666666666666667,0.1872271133726734,0.014820381972694044,3.6666666666666665,30084.8879992962,4.0,5.0,21801.538999999997,2485.917,10471.116999999998,2176.980000000001,48.338,0.0,0.0,1147.53,4273.286999999998,534.089,0.0,664.281,0.0,11692.41000032425,8353.612999999998,7.2
1,7.3,-0.4666666666666666,0.7999999999999999,0.14114672679095042,0.010324834297361142,4.988666666666667,29836.2439994812,5.0,4.0,21498.612999999998,2839.438,7916.512,3154.889000000001,492.52,0.0,0.0,1159.404,4768.576999999999,470.773,0.0,696.4999999999999,0.0,4605.65399956703,2437.520999999998,7.0
1,7.2,-0.4666666666666666,0.7333333333333334,0.07674680320688175,0.008452145485489875,5.322,22745.659999132164,2.0,0.0,27325.597999999998,7434.169,10042.92,4226.948000000001,465.253,333.30499999999995,0.0,1154.634,2814.6889999999994,41.982,0.0,811.6979999999999,0.0,2140.03199958801,2554.046999999998,7.8
1,7.333333333333333,-0.3333333333333333,0.7333333333333334,0.1261858385955683,0.0052557359802291445,5.988666666666667,22055.205998897552,3.0,0.0,25236.483999999997,6848.403,10137.028,3102.958000000001,495.388,333.305,0.0,275.707,2837.0649999999996,314.78,0.0,891.8499999999999,0.0,1635.9189999103546,1876.4189999999983,7.8
1,7.533333333333334,-0.13333333333333333,0.8,0.13035635840794677,0.03480312458306791,4.333333333333333,21077.37299799918,7.0,3.0,24727.502999999997,7075.192999999999,11599.011,1661.951000000001,626.159,333.305,28.098,256.59999999999997,2308.6329999999994,314.78,0.0,523.7729999999999,0.0,9220.826998949055,7845.138999999998,7.5
1,7.7,-0.26666666666666666,0.8,0.11387177173007512,0.04689717752125514,3.6666666666666665,24711.095000028618,7.0,3.0,20211.238999999998,2499.717,13167.122,777.7980000000009,678.155,0.0,28.098,246.61,2405.446999999999,272.798,0.0,135.4939999999999,0.0,12663.410998582844,11492.375999999997,7.6
1,7.633333333333333,-0.3666666666666667,0.8,0.08237512389161926,0.046176155103368303,3.3333333333333335,26665.30200076104,6.0,4.0,23283.127999999997,2480.373,13737.202,3160.866000000001,944.333,0.0,28.098,102.248,2507.4709999999995,143.631,30.102,148.8039999999999,0.0,15222.4439983368,13955.928999999998,7.8
2,7.333333333333333,0.3666666666666667,0.6666666666666666,0.271833245241291,0.03760853351267587,2.107666666666667,19176.07700157166,22.0,2.0,16731.5,4675.02,10424.551,563.114,0.0,0.0,0.0,210.52800000000002,331.85799999999995,526.429,0.0,0.0,0.0,3551.16300034523,3318.639,6.4
2,7.133333333333333,0.0,0.5666666666666667,0.3061759420591193,0.1639924530803,0.0,13631.647001981739,22.0,2.0,13518.594000000001,4841.633,7231.147,319.897,0.0,0.0,0.0,248.847,350.64099999999996,526.429,0.0,0.0,0.0,5288.323001623157,4503.380999999999,7.4
2,6.966666666666666,-0.3666666666666667,0.5,0.30844624336346166,0.18791726526592253,0.0,15788.97299933434,13.0,2.0,11646.102,4163.526,5881.067999999999,230.954,0.0,0.0,0.0,194.193,338.58899999999994,837.7719999999999,0.0,0.0,0.0,4887.637001037607,3082.5280000000002,6.7
2,6.833333333333333,-0.6666666666666666,0.3,0.3231052027132233,0.36767463473405865,0.0,11486.925000905989,31.0,1.0,10416.995,4329.198,4391.558999999999,125.75200000000001,0.0,0.0,0.0,135.56300000000002,353.22499999999997,1081.6979999999999,0.0,0.0,0.0,10374.63400244713,6045.165,7.0
2,7.033333333333334,-0.7000000000000001,0.3333333333333333,0.35798176320951,0.2653769627685086,0.0,13200.82300019264,35.0,2.0,11566.298,3876.249,4755.87,237.69299999999998,0.0,0.0,0.0,110.97700000000002,417.41599999999994,2168.093,0.0,0.0,0.0,10009.41900205612,5202.843,6.7
2,6.8,-0.5000000000000001,0.13333333333333333,0.31696766955433103,0.2692447428004296,0.0,8149.20400094985,30.0,1.0,10090.949,2311.584,4966.336,345.57399999999996,0.0,0.0,0.0,156.77400000000003,453.9309999999999,1856.7499999999998,0.0,0.0,0.0,8710.215002298346,4941.611999999999,7.3
2,7.0,-0.39999999999999997,0.43333333333333335,0.2745427114015337,0.09821886870325174,0.0,8845.450999259949,9.0,1.0,11312.874,1867.289,7101.3150000000005,569.999,0.0,0.0,0.0,147.949,539.9269999999999,1086.3949999999998,0.0,0.0,0.0,4270.869000911705,3231.354,7.3
2,7.1000000000000005,-0.39999999999999997,0.43333333333333335,0.297373839553517,0.10881499726202509,0.0,9649.64199995995,4.0,0.0,11976.187,2474.183,6362.207,1131.0939999999998,0.0,0.0,0.0,128.67200000000003,1880.031,0.0,0.0,0.0,0.0,3087.113000869746,4493.0689999999995,7.2
2,7.266666666666667,-0.4666666666666666,0.7000000000000001,0.3121417980415517,0.12299997315536744,0.0,10914.03500056268,6.0,0.0,12924.493999999999,3977.661,5560.416,1513.994,0.0,0.0,0.0,86.16600000000001,1719.094,0.0,0.0,67.163,0.0,3917.02099990844,5953.816999999999,6.9
2,7.133333333333333,-0.4000000000000001,0.6666666666666666,0.30918238118400704,0.16718345344421,0.0,10194.3770005703,8.0,0.0,13767.403000000002,3616.3819999999996,3932.602,1910.9379999999996,0.0,0.0,0.0,181.81,4058.508,0.0,0.0,67.163,0.0,6244.63599896431,7193.082,7.0
2,7.033333333333334,-0.4000000000000001,0.6666666666666666,0.315944307640563,0.2997898026452654,0.0,8489.85999655724,9.0,0.0,12640.855,3023.95,4698.621999999999,1436.1329999999998,0.0,0.0,0.0,192.668,2720.6749999999997,501.6439999999998,0.0,67.163,0.0,6786.329998254781,22998.587,7.0
2,6.966666666666668,-0.6666666666666666,0.6333333333333333,0.3357457528068167,0.2906803483229627,0.0,8575.84899616241,15.0,1.0,11494.285,1877.63,3851.8089999999997,2091.018,0.0,0.0,0.0,200.47200000000004,2971.712,501.6439999999998,0.0,0.0,0.0,6414.68099975587,21573.069,7.8
2,7.266666666666666,-0.7666666666666667,0.6666666666666666,0.3046965748986777,0.2542603345022661,0.0,10311.239995956419,26.0,3.0,10853.739,2473.5190000000002,5219.401,1775.6689999999996,0.0,0.0,0.0,150.29700000000003,733.2090000000001,501.6439999999998,0.0,0.0,0.0,3073.468999624261,19109.896,7.4
2,7.3999999999999995,-0.5666666666666667,0.8000000000000002,0.2818736794491477,0.1147592252936177,0.0,9420.830997228619,23.0,4.0,10989.866999999998,3995.785,4091.094,1538.7159999999997,0.0,0.0,0.0,255.69200000000004,763.38,345.19999999999976,0.0,0.0,0.0,1608.675999641423,2946.7889999999998,6.2
2,7.133333333333333,-0.5,0.5666666666666667,0.286548773057929,0.1691313685765767,0.0,11816.40699887276,15.0,3.0,12474.757,4707.513999999999,5717.557000000001,673.3519999999997,0.0,0.0,0.0,335.96700000000004,695.167,345.19999999999976,0.0,0.0,0.0,2820.9739983081827,4627.139,6.0
2,6.533333333333334,-0.39999999999999997,0.3333333333333333,0.3604329093831044,0.20669422075226432,0.0,11982.85899972916,2.0,1.0,13219.994999999999,4684.561,6612.745000000001,444.3449999999998,0.0,0.0,0.0,310.0880000000001,568.23,600.0259999999997,0.0,0.0,0.0,4663.378998994822,5411.054,7.1
2,6.433333333333334,-0.6333333333333333,0.26666666666666666,0.346010786893929,0.20094726660205164,0.0,13118.205002069479,5.0,0.0,13319.678,3100.6629999999996,8831.902,406.25999999999976,0.0,0.0,0.0,294.293,431.73400000000004,254.82599999999977,0.0,0.0,0.0,5108.447000265116,4133.465,7.4
2,6.833333333333333,-0.4333333333333333,0.4666666666666666,0.3581902785348363,0.14281266402456796,0.0,16601.663002490997,12.0,1.0,12649.963,3036.1919999999996,7899.400000000001,475.56799999999976,0.0,0.0,0.0,266.74600000000004,329.15999999999997,642.8969999999998,0.0,0.0,0.0,3388.0520007610266,2936.486,5.4
2,6.633333333333334,-0.5666666666666667,0.30000000000000004,0.29579839826443133,0.182649966937806,1.0,13704.1840004921,17.0,1.0,9897.456,2389.3549999999996,5480.889999999999,963.7739999999998,0.0,0.0,0.0,245.94800000000004,429.418,388.0709999999998,0.0,0.0,0.0,5367.914000749587,3618.649,6.8
2,6.533333333333334,-0.26666666666666666,0.3,0.2604239394574833,0.18234679207237173,1.0,16626.169998168938,14.0,1.0,13834.861,3112.0499999999993,6235.091,1701.6899999999998,0.0,0.0,0.0,203.07800000000003,2194.881,388.0709999999998,0.0,0.0,0.0,6579.12600016594,3787.102,6.2
2,6.133333333333334,-0.39999999999999997,0.3,0.25709126806392035,0.15696281550475025,1.0,10994.875996351238,16.0,1.0,13300.374,2667.3299999999995,6210.41,1545.56,0.0,0.0,0.0,216.63200000000003,2660.442,0.0,0.0,0.0,0.0,6498.417000293733,3071.705,6.9
2,6.633333333333333,-0.4333333333333333,0.43333333333333335,0.2767247341863423,0.09043992192250494,0.0,13424.307997703549,19.0,2.0,14928.578,3222.4159999999993,7310.603,1487.071,0.0,0.0,0.0,235.98100000000002,2672.507,0.0,0.0,0.0,0.0,4048.668000459672,2357.798,6.8
2,6.633333333333333,-0.3,0.36666666666666664,0.3337468267521257,0.10691773417382061,0.0,14093.958997964859,19.0,3.0,12437.916000000001,2931.2429999999995,6345.832,1415.0859999999998,0.0,0.0,0.0,228.41500000000002,990.182,525.1129999999998,0.0,2.045,0.0,2787.413000583647,2104.765,6.6
2,6.766666666666667,-0.16666666666666663,0.3,0.39080272558303103,0.1527801818988334,0.0,13698.0469994545,12.0,3.0,11965.929,2858.816,6169.597,1663.6779999999999,0.0,0.0,0.0,261.298,485.382,525.1129999999998,0.0,2.045,0.0,3508.193000555035,3058.4039999999995,6.7
2,6.699999999999999,-0.1333333333333333,0.4666666666666666,0.4412050906054546,0.22206030233081409,0.0,11558.5459997654,6.0,3.0,10629.789999999999,3142.2409999999995,5241.098,1108.0029999999997,0.0,0.0,0.0,221.007,383.297,525.1129999999998,0.0,9.030999999999999,0.0,5182.415000438685,4388.659,7.0
2,6.766666666666667,-0.4666666666666666,0.4333333333333333,0.4639060914468643,0.21954588007980544,0.0,6717.606998443608,5.0,2.0,7324.139000000001,2320.5489999999995,3472.6879999999996,813.5919999999998,0.0,0.0,0.0,209.19599999999997,341.48199999999997,159.64599999999976,0.0,6.986,0.0,5849.73600125312,4971.529,7.4
3,7.833333333333333,-0.19999999999999998,1.2,0.13464476544425455,0.06584520146462967,4.738666666666667,12645.043000221249,11.0,1.0,13459.278,923.937,3871.549,6802.084,141.581,0.0,287.323,1067.911,0.0,314.90299999999996,0.0,5.136,44.854,1403.254001140594,3643.7670000000003,7.8
3,7.866666666666667,-0.5666666666666665,1.2666666666666666,0.15002287776116324,0.05987005914066354,5.0,14174.31500077248,10.0,2.0,15467.237000000001,1553.9979999999998,4862.061000000001,6558.602000000001,589.124,0.0,428.399,1120.815,0.0,275.405,0.0,33.979,44.854,1205.0889999866483,1211.662,7.8
3,7.8,-0.19999999999999998,1.133333333333333,0.16627531602178233,0.018908330943335865,6.0,13065.643999814989,10.0,1.0,14892.282,1255.3799999999997,4819.209,6818.277,639.901,0.0,287.08500000000004,1017.962,0.0,12.84,7.649,33.979,0.0,848.1809999942773,855.881,7.6
3,7.733333333333333,0.0,0.8666666666666667,0.16950221073303032,0.0016704278950396,6.666666666666667,9834.23900055885,8.0,2.0,10518.802,1729.3179999999998,3196.3280000000004,4581.438,534.684,0.0,175.19700000000003,235.015,0.0,12.84,7.649,46.333,0.0,952.4909987449643,951.113,8.0
3,7.8,0.06666666666666667,0.9333333333333332,0.15331379217194865,0.008884479717813067,6.333333333333333,9334.26399827003,5.0,1.0,10993.301,962.3489999999999,2882.5630000000006,6576.085,87.141,0.0,80.327,359.812,0.0,12.84,7.649,24.534999999999997,0.0,1253.500000238418,1250.583,7.9
3,7.833333333333333,-0.03333333333333333,1.0333333333333334,0.19029589400734667,0.010279895551731566,6.0,7616.03999948501,4.0,2.0,9887.685000000001,863.02,1735.6620000000005,6761.014999999999,49.371,0.0,59.64300000000001,394.43899999999996,0.0,0.0,0.0,24.534999999999997,0.0,1177.787000417709,1175.318,8.3
3,8.066666666666668,-0.16666666666666666,1.2333333333333334,0.22390544992955566,0.013162591228706666,5.333333333333333,8098.730997800829,4.0,1.0,10367.353,309.705,2269.0860000000002,7171.857,49.371,0.0,72.49000000000001,455.844,0.0,0.0,0.0,7.045,31.955,1171.425000905991,1165.9009999999998,7.4
3,7.866666666666667,0.03333333333333335,0.9666666666666667,0.21233069784957662,0.005057838606410166,6.0,14118.320999622349,4.0,1.0,13644.23,2059.91,5585.514000000001,5513.425,126.862,0.0,26.284,295.12,0.0,0.0,0.0,5.16,31.955,946.8030002117159,942.434,7.6
3,7.766666666666668,0.13333333333333333,0.7333333333333334,0.17868787015071566,0.006259084127163366,6.0,15780.498998880399,6.0,0.0,14709.723000000002,2584.263,6138.184,5328.427000000001,136.132,0.0,88.774,396.828,0.0,0.0,0.0,5.16,31.955,1110.03300023079,1105.484,7.4
3,7.466666666666668,0.3333333333333333,0.5333333333333333,0.13615982266110901,0.0033763884501882666,6.333333333333333,15655.99400043489,6.0,0.0,15126.436000000002,3413.99,5771.915,5278.429,201.571,0.0,81.18900000000001,320.037,0.0,54.145,0.0,5.16,0.0,392.2579998970033,391.109,7.8
3,7.6000000000000005,0.20000000000000004,0.7333333333333333,0.13771935003629868,0.003943462701473033,5.666666666666667,8563.60800027848,3.0,0.0,9906.85,1506.788,2091.927,5659.327,176.91400000000002,0.0,81.18900000000001,307.36299999999994,0.0,54.145,0.0,29.197,0.0,312.2839996814733,19764.878,7.8
3,7.666666666666667,0.13333333333333333,1.0666666666666667,0.13222186751360432,0.0013468013468013332,5.666666666666667,8205.102998971939,1.0,3.0,10376.206,1570.1390000000001,2197.4700000000003,5351.852,165.55700000000002,0.0,24.862000000000002,982.9839999999999,0.0,54.145,0.0,29.197,0.0,319.1719996929173,19770.754,7.3
3,7.633333333333334,0.43333333333333335,1.2333333333333332,0.13606066303206965,0.0013468013468013332,6.0,7877.68899774551,6.0,3.0,9521.176000000001,943.604,1809.335,5634.592,100.11800000000002,0.0,10.227,994.103,0.0,0.0,0.0,29.197,0.0,703.3270003795631,20159.393,6.5
3,7.2,0.39999999999999997,0.9666666666666667,0.1237073732829017,0.03848629746680633,5.666666666666667,11195.26599693299,6.0,3.0,12021.738000000001,823.075,1638.237,7565.248,47.28400000000003,0.0,10.227,1937.667,0.0,0.0,0.0,0.0,0.0,1648.285999774935,1652.8110000000001,7.4
3,7.066666666666667,0.4000000000000001,0.8333333333333334,0.15340436857286902,0.04120461211172647,6.0,13210.73299860955,8.0,0.0,13438.599000000002,812.072,2621.591,8740.917,0.0,0.0,128.745,1118.1439999999998,0.0,0.0,17.13,0.0,0.0,1917.388999462129,1922.2510000000002,7.4
3,7.1000000000000005,0.16666666666666666,0.8666666666666666,0.1595902487735897,0.042338398959799,6.0,12529.98299884797,4.0,1.0,12749.727000000003,972.943,2724.2279999999996,7767.599,27.089000000000027,0.0,124.681,1116.057,0.0,0.0,17.13,0.0,0.0,1706.122998714448,1706.007,7.8
3,7.533333333333334,0.39999999999999997,1.0666666666666667,0.176469287272218,0.010840221688660034,6.666666666666667,8457.29600000382,4.0,1.0,8852.856000000002,996.786,2970.7529999999997,4551.09,27.089000000000027,0.0,126.09799999999998,163.90999999999988,0.0,0.0,17.13,0.0,0.0,2880.979999542238,2878.6679999999997,7.2
3,7.466666666666668,0.5,1.0666666666666667,0.1579508726216827,0.0081219070437399,6.666666666666667,8368.0600013733,2.0,3.0,8528.575,504.464,2962.2870000000003,4821.918,27.089000000000027,0.0,6.6339999999999995,192.96299999999988,13.22,0.0,0.0,0.0,0.0,2827.9629993438743,2825.408,7.6
3,7.533333333333334,0.43333333333333335,1.0,0.167810183847752,0.006988120195667367,6.666666666666667,8948.3200006485,0.0,2.0,9475.628000000002,229.691,3934.3680000000004,4831.877,17.14900000000003,0.0,8.734,436.0759999999999,13.22,0.0,0.0,4.513,0.0,4899.814999580377,4897.159,7.4
3,7.400000000000001,0.43333333333333335,0.9333333333333332,0.18522796204451267,0.005095663091241567,6.333333333333333,10014.6939997673,5.0,2.0,20611.648,273.654,3514.665,15339.16,17.14900000000003,0.0,7.317,1432.6399999999999,13.22,0.0,0.0,13.843,0.0,4827.583999633787,24196.862,7.2
