id,datetime,day_of_week,mood,circumplex.arousal,circumplex.valence,activity,screen,call,sms,appCat_total
2,2014-03-18,Tuesday,8.2,0.6,0.8,0.2194843842554375,4512.4710013866425,15.0,1.0,6927.630999999999
2,2014-03-19,Wednesday,6.8,0.4,0.4,0.3156317568506431,8182.757000207905,5.0,1.0,5068.202
2,2014-03-20,Thursday,7.25,-0.5,0.75,0.2390249602103473,4360.33400130272,10.0,1.0,4298.983
2,2014-03-21,Friday,7.5,-0.75,0.75,0.2896279249001074,11155.850999116892,10.0,1.0,6416.6140000000005
2,2014-03-22,Saturday,6.5,-1.0,-0.5,0.4460436868329013,7589.562002897266,25.0,1.0,5677.921
2,2014-03-23,Sunday,6.25,-1.0,0.0,0.2696971570335323,4528.527000665666,8.0,1.0,4619.551
2,2014-03-24,Monday,6.4,0.2,-0.2,0.1561246625014999,2766.6489994525905,5.0,0.0,4932.299000000001
2,2014-03-25,Tuesday,7.75,-1.25,0.75,0.2305136548564537,4637.388000011446,7.0,0.0,6254.093000000001
2,2014-03-26,Wednesday,7.2,-1.2,0.4,0.2939534624058421,6069.630000829696,5.0,0.0,6641.722
2,2014-03-27,Thursday,7.25,0.0,0.5,0.2288490089221509,5746.980998754502,3.0,0.0,6635.329999999999
2,2014-03-28,Friday,6.8,-0.6,0.6,0.2615983280781395,3969.580999135971,8.0,2.0,5848.766
2,2014-03-29,Saturday,7.25,-0.75,0.25,0.432469355060395,4403.242997646333,4.0,0.0,21699.376000000004
2,2014-03-30,Sunday,7.0,-1.0,0.75,0.2418873087939678,3937.0419988632193,10.0,1.0,3598.366
2,2014-03-31,Monday,7.2,-0.8,0.4,0.1563729236642765,4774.1459991931915,14.0,2.0,6142.9580000000005
2,2014-04-01,Tuesday,7.4,-0.2,0.8,0.2619605321890544,3297.737997055054,2.0,1.0,4912.333999999999
2,2014-04-02,Wednesday,6.4,-0.6,-0.2,0.3191205617996335,6883.828001737594,2.0,0.0,6374.731999999999
2,2014-04-03,Thursday,5.75,-0.25,0.0,0.3225058399099886,6814.30000090599,2.0,0.0,5910.364
2,2014-04-04,Friday,6.4,-1.2,0.2,0.2272703566089604,3653.370000839234,5.0,0.0,5031.025
2,2014-04-05,Saturday,7.4,0.0,0.6,0.3219197224805252,13067.926001548763,9.0,1.0,5808.809
2,2014-04-06,Sunday,4.5,-1.0,-1.25,0.2152095201608524,3649.96799850464,6.0,0.0,2841.24
2,2014-04-07,Monday,6.8,0.0,0.6,0.1365237343960995,6366.526998281479,2.0,0.0,8096.375
2,2014-04-08,Tuesday,6.25,-0.25,0.5,0.2619510376215639,4079.151999473574,10.0,1.0,4414.8
2,2014-04-09,Wednesday,7.25,-0.5,0.25,0.2472098480448902,5757.426000595091,12.0,1.0,4665.521
2,2014-04-10,Thursday,7.25,0.25,0.75,0.2607506038432931,7844.238998651505,1.0,1.0,5960.192000000001
2,2014-04-11,Friday,6.5,-0.5,0.5,0.4244814273084369,5810.030001163483,7.0,1.0,5679.411
2,2014-04-12,Saturday,6.0,-2.0,-1.0,0.3783017333120427,3658.819001197815,6.0,1.0,3880.8139999999994
2,2014-04-13,Sunday,7.2,-0.6,0.4,0.2898201182827999,2174.8709976673135,1.0,0.0,2099.481
2,2014-04-14,Monday,8.0,0.75,1.0,0.1870740501721279,2773.0430009365086,8.0,7.0,2890.7079999999996
2,2014-04-15,Tuesday,7.25,-0.5,0.5,0.1736288831786874,701.2870004177095,14.0,1.0,589.227
2,2014-04-16,Wednesday,6.666666666666667,-0.3333333333333333,0.3333333333333333,0.3532763532763534,109.28399968147278,16.0,1.0,125.133
2,2014-04-17,Thursday,6.5,0.25,0.0,0.4700854700854705,41.23499965667722,10.0,7.0,39.608
2,2014-04-18,Friday,6.5,0.0,0.0,0.2325536350523172,0.0,3.0,0.0,0.0
2,2014-04-19,Saturday,5.666666666666667,-0.6666666666666666,-0.3333333333333333,0.5,187.3220000267031,1.0,0.0,82.43100000000001
2,2014-04-20,Sunday,5.0,-0.6666666666666666,0.0,0.2338579084087041,0.0,9.0,3.0,0.0
2,2014-04-21,Monday,5.5,-0.5,-0.5,0.2334336103028244,0.0,8.0,0.0,0.0
2,2014-04-22,Tuesday,5.666666666666667,-1.3333333333333333,-0.3333333333333333,0.075,13.08000016212468,15.0,2.0,106.887
2,2014-04-23,Wednesday,5.5,0.0,0.5,0.142857142857143,0.0,7.0,1.0,0.0
2,2014-04-24,Thursday,7.0,-0.5,-0.5,0.0344827586206897,0.0,0.0,0.0,0.0
2,2014-04-25,Friday,9.0,-1.0,1.0,0.2319607624752967,0.0,0.0,0.0,0.0
3,2014-03-21,Friday,9.0,1.0,2.0,0.1688421681510288,1664.9540009498598,5.0,2.0,3392.4449999999997
3,2014-03-22,Saturday,7.8,0.8,1.0,0.1913883086450861,2643.5370004177103,8.0,1.0,5118.218000000001
3,2014-03-23,Sunday,8.2,-0.2,1.2,0.1002466983942117,5048.337000608444,1.0,1.0,4507.239
3,2014-03-24,Monday,7.8,-0.6,1.4,0.090740222421567,6248.045999526978,3.0,0.0,7380.384
3,2014-03-25,Tuesday,7.8,-0.4,1.2,0.1327682855234919,3791.1120002269754,6.0,1.0,4499.424999999999
3,2014-03-26,Wednesday,8.25,0.5,1.0,0.0911532011403041,3985.9769988059993,1.0,0.0,3970.295
3,2014-03-27,Thursday,7.75,0.25,0.5,0.1031957536987308,3275.6320016384116,3.0,1.0,3264.714
3,2014-03-28,Friday,8.0,-0.5,1.5,0.1046792879790665,3250.4419982433324,3.0,0.0,4933.610000000001
3,2014-03-29,Saturday,8.6,-0.2,1.6,0.1633773377586506,2261.391000509263,0.0,1.0,2855.262
3,2014-03-30,Sunday,8.4,-0.2,1.0,0.1646507152666788,3568.718999385834,1.0,0.0,3555.866
3,2014-03-31,Monday,7.4,0.4,0.6,0.0836335845955086,9398.24399995804,3.0,1.0,8338.586000000001
3,2014-04-01,Tuesday,7.6,0.4,0.4,0.097414340146311,3205.7939994335175,2.0,0.0,3206.38
3,2014-04-02,Wednesday,7.4,0.2,0.6,0.0786881382869165,3364.2400007247934,2.0,0.0,3893.385
3,2014-04-03,Thursday,7.8,0.0,1.0,0.0836364543999837,2312.74599981308,1.0,0.0,22577.839
3,2014-04-04,Friday,7.8,0.2,1.4,0.0871065604162596,3231.443998813628,0.0,3.0,4064.375
3,2014-04-05,Saturday,7.6,1.2,1.0,0.1144279376296363,3852.6619989871942,6.0,0.0,3856.321
3,2014-04-06,Sunday,6.8,0.2,0.8,0.076772015485237,6028.54899859429,0.0,0.0,6023.293
3,2014-04-07,Monday,7.4,0.2,1.0,0.1440639367890296,5035.644999742507,2.0,0.0,5264.992
3,2014-04-08,Tuesday,7.4,0.4,1.2,0.1038308889653645,4475.89199995995,2.0,1.0,4468.525
3,2014-04-09,Wednesday,7.8,0.6,1.0,0.0921222333052219,1773.7219996452325,0.0,0.0,1944.747
3,2014-04-10,Thursday,7.4,0.4,1.0,0.1080663991151945,7018.261001348492,0.0,2.0,7012.4619999999995
3,2014-04-11,Friday,7.6,0.2,1.0,0.1201880832717655,4983.920999288563,0.0,0.0,5342.803
3,2014-04-12,Saturday,7.666666666666667,0.3333333333333333,1.0,0.1270373422712845,2492.8179993629456,6.0,0.0,32864.335999999996
3,2014-04-13,Sunday,7.4,0.2,1.0,0.0781375421662017,7752.552998781202,1.0,1.0,11979.51
3,2014-04-14,Monday,7.0,0.0,0.8,0.0928962657178071,4230.447000265119,0.0,1.0,6696.128999999999
3,2014-04-15,Tuesday,7.6,0.2,0.8,0.1195549985213912,3964.784998178483,6.0,0.0,4940.186
3,2014-04-16,Wednesday,8.0,0.8,1.0,0.114768169214947,5334.56700015068,2.0,0.0,5452.173
3,2014-04-17,Thursday,7.25,0.25,0.75,0.1408592463523663,5006.50600028038,4.0,2.0,5496.721
3,2014-04-18,Friday,7.5,0.0,1.0,0.0738760828994091,6253.73700046539,6.0,0.0,7519.634999999999
3,2014-04-19,Saturday,7.8,0.6,0.8,0.208229777089402,1441.918000221252,4.0,1.0,1462.046
3,2014-04-20,Sunday,7.5,0.25,1.0,0.1468526372239469,3489.126999378204,3.0,2.0,3313.0339999999997
3,2014-04-21,Monday,7.4,0.2,1.0,0.0208458050307714,6019.938000440604,3.0,0.0,6858.891000000001
3,2014-04-22,Tuesday,7.6,0.4,0.8,0.092855614460823,3493.3910002708435,0.0,0.0,4411.128
3,2014-04-23,Wednesday,7.0,0.6,0.8,0.1203897193369119,4272.427999734879,0.0,1.0,4260.4839999999995
3,2014-04-24,Thursday,7.4,-0.2,1.0,0.1060010922360682,4893.604000329971,0.0,0.0,4907.730000000001
3,2014-04-25,Friday,7.5,-1.0,1.0,0.1061676182204839,10863.719999790188,0.0,0.0,11651.151
3,2014-04-26,Saturday,7.5,-0.25,1.0,0.2691422503343845,3489.0539994239807,4.0,5.0,3876.266
3,2014-04-27,Sunday,7.6,-1.4,1.0,0.0655520717588992,5290.936999082568,0.0,0.0,11298.750000000002
3,2014-04-28,Monday,7.0,-1.4,1.0,0.0826284903411332,3365.22000002861,1.0,0.0,6581.364000000001
3,2014-04-29,Tuesday,7.2,-0.6,1.0,0.1186958482249048,3669.9149987697606,0.0,0.0,3386.421
3,2014-04-30,Wednesday,7.0,-1.2,1.0,0.0896922408290304,4097.972999095916,0.0,0.0,4204.454000000001
3,2014-05-01,Thursday,7.2,-0.8,1.0,0.1363888345921595,3744.9600000381465,1.0,0.0,6199.885
3,2014-05-02,Friday,7.6,-1.2,1.4,0.1343769226947676,6631.174000263214,10.0,1.0,6311.8150000000005
3,2014-05-03,Saturday,7.75,-0.4,1.0,0.1389189314363011,7432.300000190738,5.0,0.0,4958.016
3,2014-05-04,Sunday,7.4,-1.2,0.8,0.0661624066483447,3048.189000368119,4.0,0.0,3044.7950000000005
3,2014-05-05,Monday,7.25,-1.0,1.0,0.1011820050553937,3253.5099997520465,2.0,1.0,3246.475
3,2014-05-07,Wednesday,7.666666666666667,-0.6666666666666666,1.0,0.0944503564382072,3511.5200004577637,0.0,0.0,3543.15
5,2014-03-14,Friday,8.0,-1.0,2.0,0.0731073524173664,5622.509999036791,3.0,0.0,5744.63
5,2014-03-15,Saturday,6.2,0.0,0.4,0.0602836050682783,8903.782000064852,3.0,0.0,10300.321
5,2014-03-16,Sunday,6.333333333333333,-0.6666666666666666,0.0,0.0735081177322951,5548.048998832702,3.0,0.0,5532.469
5,2014-03-17,Monday,6.0,-0.4,0.4,0.083370520962047,5613.824001312256,0.0,2.0,3809.116
5,2014-03-18,Tuesday,7.5,0.25,1.0,0.1131959061579209,7177.026000738151,9.0,0.0,5893.204
5,2014-03-19,Wednesday,6.75,1.0,0.75,0.1336912649265363,6095.810001134871,0.0,0.0,5748.605
5,2014-03-20,Thursday,7.2,1.0,0.8,0.1184567993861231,4862.865999221802,0.0,1.0,5278.6849999999995
5,2014-03-21,Friday,7.25,0.0,1.0,0.0501977228988561,3032.3189995288863,2.0,3.0,3090.8129999999996
5,2014-03-22,Saturday,3.75,-2.0,-1.0,0.0185609923352061,1806.1799995899207,0.0,0.0,1878.618
5,2014-03-23,Sunday,4.4,-1.4,-1.0,0.085242897248086,3991.81600022316,1.0,9.0,3990.528
5,2014-03-24,Monday,3.75,-2.0,-1.0,0.0065358720727085,4166.945000886917,0.0,1.0,5702.451
5,2014-03-25,Tuesday,5.333333333333333,-1.0,0.3333333333333333,0.0409668880042286,9523.143001079556,0.0,1.0,9640.995
5,2014-03-26,Wednesday,5.5,-0.5,0.25,0.0392365091937256,8523.028999567037,0.0,1.0,8661.333999999999
5,2014-03-27,Thursday,5.8,-0.6,0.2,0.0771758602536093,11263.526001691816,1.0,1.0,10772.499
5,2014-03-28,Friday,6.2,0.0,0.6,0.0453245831682896,4806.280000209808,1.0,0.0,8679.717999999999
5,2014-03-29,Saturday,6.4,-0.4,1.0,0.1044231818505304,2506.7190003395085,3.0,1.0,2574.596
5,2014-03-30,Sunday,6.2,-0.8,0.8,0.0749195096161263,4132.284999370574,4.0,0.0,4035.528
5,2014-03-31,Monday,6.8,-0.4,1.0,0.0553413217689974,1278.2409992218008,2.0,0.0,2406.121
5,2014-04-01,Tuesday,7.0,0.0,1.0,0.0781259856149499,4642.2749993801135,0.0,0.0,4674.554
5,2014-04-02,Wednesday,7.0,-0.2,1.0,0.0731261412742346,3362.5429990291605,0.0,0.0,3394.872
5,2014-04-03,Thursday,7.2,-1.0,0.8,0.052751485335188,4592.4509990215265,0.0,0.0,4717.705
5,2014-04-04,Friday,7.0,-0.8,1.0,0.0414565235748597,9140.195000648506,3.0,0.0,9128.43
5,2014-04-05,Saturday,7.5,0.0,1.0,0.0692884641440739,2489.053000926971,1.0,0.0,2395.4339999999997
5,2014-04-06,Sunday,6.8,-0.4,1.0,0.0773626381532749,4267.385000228884,2.0,0.0,4866.409
5,2014-04-07,Monday,6.75,-0.25,0.75,0.0668586944189719,5002.378999710086,1.0,0.0,4996.005000000001
5,2014-04-08,Tuesday,6.75,0.25,0.0,0.0851247802588242,2492.8190014362335,1.0,0.0,4405.16
5,2014-04-09,Wednesday,7.0,0.25,0.75,0.1536189527904702,7907.565998554234,1.0,0.0,7901.331999999999
5,2014-04-10,Thursday,7.2,0.8,1.0,0.0133471201432325,3369.278000116349,1.0,0.0,5632.209000000001
5,2014-04-11,Friday,7.0,0.2,0.6,0.0946152502759936,5875.098001003268,0.0,0.0,6545.835
5,2014-04-12,Saturday,7.0,-1.4,1.0,0.0492988572542673,9284.78499865532,0.0,3.0,9021.098
5,2014-04-13,Sunday,7.5,0.3333333333333333,1.0,0.1141273834439366,2350.6080005168906,13.0,0.0,2829.022
5,2014-04-14,Monday,6.4,-1.2,0.4,0.1017234451157769,4047.472999811173,0.0,0.0,4122.662
5,2014-04-15,Tuesday,7.0,0.2,0.8,0.0572965488566126,7540.287000894546,0.0,0.0,7676.489999999999
5,2014-04-16,Wednesday,7.2,-0.6,0.8,0.1056494311461757,1779.0359995365131,0.0,0.0,2136.737
5,2014-04-17,Thursday,6.6,0.4,0.6,0.1150384556225269,5463.500999689104,0.0,0.0,6102.536999999998
5,2014-04-18,Friday,7.5,0.25,1.0,0.1151674072246059,5954.957000970837,1.0,1.0,7467.106000000001
5,2014-04-19,Saturday,7.2,-0.8,0.8,0.0608869898356052,2441.471001625062,2.0,0.0,2437.827
5,2014-04-20,Sunday,7.2,-1.2,1.0,0.0353829927419272,7613.729999780657,0.0,0.0,7790.558000000001
5,2014-04-21,Monday,7.2,-0.6,1.0,0.1017774580611163,7826.857999801641,0.0,0.0,7725.061
5,2014-04-22,Tuesday,7.2,0.4,1.0,0.062847979755621,4750.197001934052,1.0,1.0,4743.223
5,2014-04-23,Wednesday,7.2,-1.0,1.0,0.0809468968896285,4737.818998575209,0.0,1.0,5728.269
5,2014-04-24,Thursday,7.2,-0.75,1.0,0.0393710661860602,5063.6640005111685,0.0,0.0,5124.972000000002
5,2014-04-25,Friday,7.2,-1.2,1.0,0.049052721518388,5750.14400267601,3.0,0.0,7516.897000000001
5,2014-04-26,Saturday,7.8,-0.8,1.0,0.2001663609420597,5481.505000352858,2.0,1.0,6168.197999999999
5,2014-04-27,Sunday,7.4,-0.6,1.0,0.0188224828959679,3046.8400008678445,0.0,0.0,4349.115
5,2014-04-28,Monday,7.0,-0.6,1.0,0.0103046275291194,6057.330000400542,1.0,0.0,6616.731
5,2014-04-29,Tuesday,6.8,0.4,0.8,0.0411650971467409,3830.3459987640376,0.0,0.0,5997.031
5,2014-04-30,Wednesday,7.0,-0.6,1.0,0.0616085178227265,3712.8329997062674,0.0,0.0,3707.263
5,2014-05-01,Thursday,6.8,-0.2,1.0,0.0252922751060056,5083.854998826981,0.0,0.0,5228.5779999999995
5,2014-05-02,Friday,7.0,-0.2,1.0,0.006817240295425,12600.60599923134,0.0,7.0,12544.732999999998
5,2014-05-03,Saturday,6.75,0.25,1.0,0.0544708514885384,3715.250999212267,1.0,5.0,4113.575999999999
5,2014-05-04,Sunday,7.0,0.25,1.0,0.0725803349308499,4132.476999044419,2.0,0.0,4049.514
5,2014-05-05,Monday,6.333333333333333,-0.3333333333333333,1.0,0.0024906600249066,49.03300023078917,0.0,0.0,48.147000000000006
6,2014-03-24,Monday,7.0,-1.0,0.0,0.043431899641577,2508.254999637604,3.0,0.0,2730.031
6,2014-03-25,Tuesday,7.0,-0.2,0.6,0.1377085877085877,7729.77000069618,0.0,0.0,8311.643
6,2014-03-26,Wednesday,8.0,0.5,1.5,0.135562652965878,7892.531001091003,2.0,0.0,9201.537
6,2014-03-27,Thursday,7.0,0.25,0.25,0.1323286052009456,8167.157000541684,1.0,0.0,8159.981
6,2014-03-28,Friday,7.6,-0.2,0.8,0.1714707942000329,6928.638001918794,0.0,1.0,9533.715
6,2014-03-29,Saturday,7.8,0.0,1.0,0.1115808823529411,3907.130999803545,0.0,0.0,4059.439
6,2014-03-30,Sunday,7.8,0.0,0.8,0.2112978524743231,8933.720999002453,1.0,4.0,8990.075
6,2014-03-31,Monday,7.0,-0.2,0.4,0.1606054568913174,7504.32200050354,1.0,0.0,9271.345
6,2014-04-01,Tuesday,7.75,0.0,0.75,0.2258536234024724,8370.869999647139,3.0,0.0,9309.56
6,2014-04-02,Wednesday,6.8,-0.6,0.4,0.1625525210084034,9183.50400090218,4.0,0.0,9545.377
6,2014-04-03,Thursday,7.2,0.0,0.4,0.2095738980962975,7130.967000246047,2.0,0.0,7828.717000000001
6,2014-04-04,Friday,7.0,-0.4,0.2,0.1495238095238096,9345.66300010681,0.0,0.0,10998.054
6,2014-04-05,Saturday,7.0,-0.4,0.8,0.2922739018087855,4097.588000059132,2.0,0.0,5331.014
6,2014-04-06,Sunday,7.0,-1.0,0.4,0.0204257246376811,5300.54499936104,1.0,0.0,5299.743
6,2014-04-07,Monday,6.2,-0.6,0.0,0.1949472096530919,6208.289999485022,3.0,0.0,6777.455
6,2014-04-08,Tuesday,6.6,-0.2,0.0,0.1749485596707819,8079.531998872757,4.0,1.0,10433.989
6,2014-04-09,Wednesday,7.4,0.4,0.8,0.1030959752321981,9689.76699995995,1.0,0.0,12868.658
6,2014-04-10,Thursday,7.6,-0.2,0.8,0.2242842451665981,7552.356999874117,1.0,4.0,9312.682
6,2014-04-11,Friday,7.8,-0.2,1.0,0.2059167095645366,6816.561999559403,0.0,0.0,12823.288999999995
6,2014-04-12,Saturday,8.2,0.4,1.0,0.2339122315592904,4206.082000732421,0.0,0.0,4200.498
6,2014-04-13,Sunday,6.5,-1.5,0.25,0.3447415329768271,7659.9350001812,2.0,0.0,8602.174
6,2014-04-14,Monday,7.25,-0.25,0.75,0.1787429378531073,4463.4839992523175,2.0,0.0,4456.856
6,2014-04-15,Tuesday,7.0,-0.4,0.6,0.2005636070853461,6740.1799998283395,5.0,1.0,9391.756
6,2014-04-16,Wednesday,7.6,0.0,0.4,0.1450650848574723,15929.543998718264,1.0,0.0,14698.032
6,2014-04-17,Thursday,6.8,0.2,0.6,0.151670692431562,12332.707000970844,1.0,0.0,12875.173
6,2014-04-18,Friday,6.25,-1.0,0.5,0.1462154754374867,7052.253001213076,3.0,0.0,7560.68
6,2014-04-19,Saturday,6.8,0.2,0.6,0.0982638888888889,5234.979000806809,4.0,0.0,5232.957
6,2014-04-20,Sunday,8.2,0.6,0.8,0.0296575670498084,5498.4280004501325,0.0,0.0,5700.852999999999
6,2014-04-21,Monday,7.0,0.2,0.6,0.0782393726721457,7144.265999794008,1.0,0.0,7935.841
6,2014-04-22,Tuesday,6.6,-0.4,0.6,0.1444977991196478,15079.281998634337,6.0,1.0,15133.072
6,2014-04-23,Wednesday,7.0,0.0,0.8,0.1337273553358795,9755.811999559404,4.0,0.0,11160.735999999995
6,2014-04-24,Thursday,7.75,-0.25,0.75,0.235710512674134,7186.624999284746,5.0,3.0,7450.898999999999
6,2014-04-25,Friday,6.4,-1.0,0.4,0.2649999999999999,8179.014999866491,3.0,0.0,9253.368
6,2014-04-26,Saturday,7.5,0.0,1.0,0.2065972222222222,6388.543001174927,10.0,1.0,6386.642000000001
6,2014-04-27,Sunday,7.2,-0.6,1.0,0.0597158394607842,1710.3350005149846,0.0,0.0,1810.957
6,2014-04-28,Monday,6.75,-0.25,0.5,0.1723244348244348,6545.04800081253,0.0,0.0,6956.42
6,2014-04-29,Tuesday,7.25,0.0,1.0,0.1751971158833905,8530.252000808712,2.0,0.0,12214.041999999998
6,2014-04-30,Wednesday,6.8,-0.6,0.6,0.1088842775157705,8637.355999231337,1.0,0.0,8768.306
6,2014-05-01,Thursday,8.0,0.0,1.0,0.3267268445839875,3277.344000101089,2.0,0.0,4649.481
6,2014-05-02,Friday,7.2,-0.75,1.0,0.1852636534839924,6839.912998199464,4.0,0.0,6854.7339999999995
6,2014-05-03,Saturday,6.25,-0.75,0.0,0.2202587145969499,1446.6239998340611,0.0,0.0,1928.07
6,2014-05-04,Sunday,7.6,-0.8,0.75,0.1670905571530938,3883.250999450685,0.0,0.0,3875.72
6,2014-05-05,Monday,7.0,-0.6666666666666666,0.6666666666666666,0.082037037037037,5316.622999906539,0.0,0.0,5315.452000000001
6,2014-05-07,Wednesday,6.75,-0.5,0.25,0.1173852329024742,9289.809000968931,2.0,3.0,10642.25
6,2014-05-08,Thursday,7.0,-1.0,1.0,0.0,0.0,0.0,0.0,381.991
7,2014-03-19,Wednesday,6.8,-1.0,1.4,0.065885993056905,11526.837001323693,0.0,2.0,11480.517
7,2014-03-20,Thursday,5.25,-0.75,-0.25,0.0628110390709651,10738.88800024986,0.0,1.0,10690.085
7,2014-03-21,Friday,7.0,0.3333333333333333,1.0,0.052359022594172,17950.13300013542,0.0,0.0,7767.915999999999
7,2014-03-22,Saturday,6.0,-0.4,0.0,0.0574896386836159,11019.821000576025,0.0,0.0,11174.015
7,2014-03-23,Sunday,7.75,0.0,1.5,0.0568601504220762,10202.637996912004,0.0,0.0,9891.243
7,2014-03-24,Monday,8.0,0.5,1.0,0.1164306365223028,5517.154998540877,4.0,9.0,5808.668
