"","ID","observation_day","beepo","date","mood","arousal","valence","activity","screen","call","sms","appCat.builtin","appCat.communication","appCat.entertainment","appCat.finance","appCat.game","appCat.office","appCat.other","appCat.social","appCat.travel","appCat.unknown","appCat.utilities","appCat.weather","night_mood","night_arousal","night_valence","night_physical_activity","night_screen","night_appcat_combined","total_time_diff","max_time_diff","total_inactivity","max_inactivity","SUM_inactivity_timediff","MAX_inactivity_timediff","lead_night_mood","lead_night_arousal","lead_night_valence","binary_screen","binary_appCat.builtin","binary_appCat.communication","binary_appCat.entertainment","binary_appCat.finance","binary_appCat.game","binary_appCat.office","binary_appCat.other","binary_appCat.social","binary_appCat.travel","binary_appCat.unknown","binary_appCat.utilities","binary_appCat.weather","binary_night_screen","binary_night_appcat_combined","was_na_mood","was_na_arousal","was_na_valence","was_na_activity","was_na_night_activity","daily_average_mood","mood_of_yesterday","roll_mean_15","roll_mean_45"
"18",1,4,3,2014-03-25,7,1,1,0.19827264239029,3.79665704196338,0,0,0,3.79968263158044,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0.00289855072463768,7.93830783219942,7.93614751491288,0,0,6,4,6,4,NA,NA,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,6.66666666666667,6,NA,NA
"19",1,4,4,2014-03-25,NA,NA,NA,0.2005587181109,7.91844741415924,0,0,6.00093704104299,7.22769953507984,2.94790664407139,0,0,0,2.3106524640718,5.99550138809023,0,3.71690795983522,4.32321833110233,0,NA,NA,NA,0.00289855072463768,7.93830783219942,7.93614751491288,0,0,6,4,6,4,NA,NA,NA,1,1,1,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,0,0,6.66666666666667,6,NA,NA
"20",1,4,5,2014-03-25,7,0,0.5,0.0301541051541051,8.24969850886323,0,0,4.22091847427912,6.96900558736884,0,3.78541615416197,0,0,4.68513596762597,4.6574210217865,0,5.2785533385069,0,0,NA,NA,NA,0.00289855072463768,7.93830783219942,7.93614751491288,0,0,6,4,6,4,NA,NA,NA,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,6.66666666666667,6,NA,NA
"21",1,5,1,2014-03-26,7,-2,1,0.0166666666666667,2.54231039384467,0,0,2.54396141256932,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0.017615935262994,9.14532045495182,9.01264110189818,0,0,3,2,3,2,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,6.6,6.66666666666667,NA,NA
"22",1,5,2,2014-03-26,6,0,0,0.126214722674899,8.55020737620632,0,0,6.03983081192097,6.89979568529619,6.40233667755535,0,0,0,3.95145523467186,7.68126327046157,0,0,0,0,NA,NA,NA,0.017615935262994,9.14532045495182,9.01264110189818,0,0,3,2,3,2,NA,NA,NA,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,6.6,6.66666666666667,NA,NA
"23",1,5,3,2014-03-26,7,1,1,0.101887943989268,7.40280450728935,0,0,5.24511699168006,7.22804514156093,0,3.05282124053812,0,0,2.6519735548818,3.68750350793401,0,0,0,0,NA,NA,NA,0.017615935262994,9.14532045495182,9.01264110189818,0,0,3,2,3,2,NA,NA,NA,1,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,6.6,6.66666666666667,NA,NA
"24",1,5,4,2014-03-26,6,1,0,0.429378531073446,7.62459554857007,0,0,4.00195511292875,7.49357779398191,0,0,0,0,2.08193842187842,5.26602658584947,0,0,0,0,NA,NA,NA,0.017615935262994,9.14532045495182,9.01264110189818,0,0,3,2,3,2,NA,NA,NA,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,6.6,6.66666666666667,NA,NA
"25",1,5,5,2014-03-26,7,-1,1,0.0985261342993457,6.91139963028252,0,0,3.22457952778488,6.05739740820163,0,0,0,0,2.65577396764795,6.29006801343205,0,0,0,0,NA,NA,NA,0.017615935262994,9.14532045495182,9.01264110189818,0,0,3,2,3,2,NA,NA,NA,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,6.6,6.66666666666667,NA,NA
"26",1,6,1,2014-03-27,7,1,1,0.0361111111111111,7.37476004088787,0,1,5.49633181002168,6.91994764904144,4.3110407069406,0,0,0,0,6.5602113770472,0,0,0,0,NA,NA,NA,0.0107613666935701,8.76603739341576,8.45481425669237,0,0,4,3,4,3,NA,NA,NA,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,7,6.6,NA,NA
"27",1,6,2,2014-03-27,NA,NA,NA,0.399166666666667,9.27450047775528,0,0,6.51434521595448,7.68753555665957,3.7672053042152,0,0,4.98868957201205,2.50323760647272,3.79281144992297,0,0,0,0,NA,NA,NA,0.0107613666935701,8.76603739341576,8.45481425669237,0,0,4,3,4,3,NA,NA,NA,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,7,6.6,NA,NA
"28",1,6,3,2014-03-27,7,1,1,0.620435784933443,5.43890505510626,2,0,4.45199569619892,5.07494878991753,3.18779786929734,0,0,0,2.30816947128795,3.29993954958793,0,0,3.69140127165745,0,NA,NA,NA,0.0107613666935701,8.76603739341576,8.45481425669237,0,0,4,3,4,3,NA,NA,NA,1,1,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,7,6.6,NA,NA
"29",1,6,4,2014-03-27,7,-1,1,0.206582633053221,6.64019865687982,0,0,3.29472513715164,6.56277737148384,0,0,0,0,3.47305281876258,0,0,0,0,0,NA,NA,NA,0.0107613666935701,8.76603739341576,8.45481425669237,0,0,4,3,4,3,NA,NA,NA,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,7,6.6,NA,NA
"30",1,6,5,2014-03-27,7,-1,0,0.244491129785248,8.28357067710096,0,0,4.75683492127125,7.53939081944122,6.21725858278316,3.76628021337469,0,3.62984575361081,0,5.08430698061505,3.87772137373112,0,4.83501125875002,0,NA,NA,NA,0.0107613666935701,8.76603739341576,8.45481425669237,0,0,4,3,4,3,7,-1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,7,6.6,NA,NA
"31",1,7,1,2014-03-28,NA,NA,NA,0,3.27688054830669,0,0,3.26804686887465,0,0,0,0,0,0,0,0,0,0,0,7,-1,0,0,6.47772131347459,9.27398020816738,0,0,4,3,4,3,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,6.625,7,NA,NA
"32",1,7,2,2014-03-28,5.5,-0.5,0,0.061624649859944,6.5999398847216,0,0,4.59537234350798,4.65898579665971,1.61402736476791,0,0,0,3.69317023553109,4.40294383667927,5.39401383536952,0,5.24255621138149,0,7,-1,0,0,6.47772131347459,9.27398020816738,0,0,4,3,4,3,NA,NA,NA,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,6.625,7,NA,NA
"33",1,7,3,2014-03-28,8,-1,2,0.350140056022409,7.23736185796713,4,0,5.53314044586121,5.45165628841751,4.25245880531579,0,0,0,3.44527806089733,5.41073492261712,6.77009996610407,0,4.08179953471981,0,7,-1,0,0,6.47772131347459,9.27398020816738,0,0,4,3,4,3,NA,NA,NA,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,6.625,7,NA,NA
"34",1,7,4,2014-03-28,6,0,0,0.230077030812325,5.93224253448444,0,0,4.62364840723386,4.85224898999732,0,0,0,0,3.50028828430639,4.52423124348274,3.23388265697472,0,0,0,7,-1,0,0,6.47772131347459,9.27398020816738,0,0,4,3,4,3,NA,NA,NA,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,6.625,7,NA,NA
"35",1,7,5,2014-03-28,7,-1,1,0.0950046685340803,7.49611566829004,1,0,5.27880319764373,5.32370729693144,6.50696423041885,3.995334211889,5.45547494967844,0,4.7471730937844,4.77936716090111,3.00305539393377,0,4.03090765630583,0,7,-1,0,0,6.47772131347459,9.27398020816738,0,0,4,3,4,3,NA,NA,NA,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,6.625,7,NA,NA
"36",1,8,1,2014-03-29,NA,NA,NA,0.0632850241545894,5.16565416944028,0,0,3.45735714887236,4.04630911318354,0,0,0,0,0,0,0,0,3.64542378618516,0,NA,NA,NA,0.00957925595606754,5.20401767261098,5.82813057967465,0,0,5,3,5,3,NA,NA,NA,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,7.83333333333333,6.625,NA,NA
"37",1,8,2,2014-03-29,8,0,1,0.0738550014968548,6.24212209246927,0,0,3.03461639160396,5.95321476245104,0,0,0,0,4.65941212883577,0,0,0,0,0,NA,NA,NA,0.00957925595606754,5.20401767261098,5.82813057967465,0,0,5,3,5,3,NA,NA,NA,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,7.83333333333333,6.625,NA,NA
"38",1,8,3,2014-03-29,NA,NA,NA,0.0508289640642582,7.96945528130159,0,0,4.59911187140413,6.23887915875726,6.68797357033695,0,0,0,0,6.09530866361354,3.97846596197686,0,5.3575857750051,0,NA,NA,NA,0.00957925595606754,5.20401767261098,5.82813057967465,0,0,5,3,5,3,NA,NA,NA,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,7.83333333333333,6.625,NA,NA
"39",1,8,4,2014-03-29,8.5,0,1,0.200421452984864,6.67864521299041,0,0,4.86674952709921,6.16350215490442,5.79629784352135,0,0,0,3.7043836406499,3.43775429363504,0,0,4.58735238761512,0,NA,NA,NA,0.00957925595606754,5.20401767261098,5.82813057967465,0,0,5,3,5,3,NA,NA,NA,1,1,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,7.83333333333333,6.625,NA,NA
"40",1,8,5,2014-03-29,7,1,1,0.111647992530345,7.07366624934918,4,1,4.61652547002623,6.8166679702935,3.43826834987125,0,0,0,2.59234001560676,0,0,0,4.83048737324314,0,NA,NA,NA,0.00957925595606754,5.20401767261098,5.82813057967465,0,0,5,3,5,3,NA,NA,NA,1,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,7.83333333333333,6.625,NA,NA
"41",1,9,1,2014-03-30,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0.138176638176638,8.38091402709626,8.07661787046119,4.404,4.404,0,0,4.404,4.404,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,7.5,7.83333333333333,NA,NA
"42",1,9,2,2014-03-30,7.5,0,0.5,0.117261904761905,6.81251889644633,0,0,4.99026930814338,5.67622626588516,5.75804020409443,0,0,0,2.65535241210176,5.06553374874369,0,0,0,0,NA,NA,NA,0.138176638176638,8.38091402709626,8.07661787046119,4.404,4.404,0,0,4.404,4.404,NA,NA,NA,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,7.5,7.83333333333333,NA,NA
"43",1,9,3,2014-03-30,8,-1,1,0.0111111111111111,2.57413779296546,0,0,1.36965671996687,0,0,0,0,0,2.31796619503235,0,0,0,0,0,NA,NA,NA,0.138176638176638,8.38091402709626,8.07661787046119,4.404,4.404,0,0,4.404,4.404,NA,NA,NA,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,7.5,7.83333333333333,NA,NA
"44",1,9,4,2014-03-30,NA,NA,NA,0.00833333333333333,6.79788014394453,0,0,4.96505198247429,5.596264076889,5.9971707358029,0,0,0,3.81586446586843,0,0,0,3.67112273252468,0,NA,NA,NA,0.138176638176638,8.38091402709626,8.07661787046119,4.404,4.404,0,0,4.404,4.404,NA,NA,NA,1,1,1,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,7.5,7.83333333333333,NA,NA
"45",1,9,5,2014-03-30,7,-1,1,0,3.3190469009122,0,0,3.3073627793244,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0.138176638176638,8.38091402709626,8.07661787046119,4.404,4.404,0,0,4.404,4.404,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,7.5,7.83333333333333,NA,NA
"46",1,10,1,2014-03-31,7,-1,1,0.0484330484330483,3.79564649020018,0,0,3.79481480452261,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0.012962962962963,6.99606373111636,6.99553719236567,0,0,6,5,6,5,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,7.4,7.5,NA,NA
"47",1,10,2,2014-03-31,7,1,0,0.0447945845004669,7.36483006477362,5,0,5.69674107542262,5.41069023806769,5.22301175443287,0,0,0,4.39727232626445,6.62446620981286,3.74185133888004,0,0,0,NA,NA,NA,0.012962962962963,6.99606373111636,6.99553719236567,0,0,6,5,6,5,NA,NA,NA,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,7.4,7.5,NA,NA
"48",1,10,3,2014-03-31,7,-1,0,0.0168541993068414,5.83676204833992,0,0,4.25215994737782,5.36083666292275,0,0,3.95462261904696,0,2.32649691304036,0,0,0,0,0,NA,NA,NA,0.012962962962963,6.99606373111636,6.99553719236567,0,0,6,5,6,5,NA,NA,NA,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,7.4,7.5,NA,NA
"49",1,10,4,2014-03-31,8,0,1,0.29366391184573,7.23819866411631,1,0,7.58941371593862,6.19672514736796,5.80815750488273,3.74372268999645,0,0,2.49856297623549,4.74287784585603,4.17062636037926,3.41081762503915,0,0,NA,NA,NA,0.012962962962963,6.99606373111636,6.99553719236567,0,0,6,5,6,5,NA,NA,NA,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,7.4,7.5,NA,NA
"50",1,10,5,2014-03-31,8,1,1,0.127777777777778,7.68873612332278,0,0,5.40411778543425,7.27023703073166,5.94071058094103,0,0,0,4.05958056978576,5.19148910761518,4.3751153063711,0,3.26884624464284,0,NA,NA,NA,0.012962962962963,6.99606373111636,6.99553719236567,0,0,6,5,6,5,NA,NA,NA,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,7.4,7.5,NA,NA
"51",1,11,1,2014-04-01,7,1,1,0.181465919701214,7.696989610171,0,0,6.09748534473169,6.76438940022276,5.94511427896993,0,0,3.39329960953501,0,5.80066414629289,0,0,5.02972524920127,0,NA,NA,NA,0.010840108401084,8.74840681201891,8.59306808735461,0,0,4,2,4,2,NA,NA,NA,1,1,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,6,7.4,NA,NA
"52",1,11,2,2014-04-01,7,1,1,0.507042746815474,7.84641201677199,0,0,5.49520728751739,6.17623518578447,1.10724161536616,0,5.46273374475091,0,2.77570884957602,5.75319784017193,7.14370764604346,0,4.60010739164563,0,NA,NA,NA,0.010840108401084,8.74840681201891,8.59306808735461,0,0,4,2,4,2,NA,NA,NA,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,6,7.4,NA,NA
"53",1,11,3,2014-04-01,6,0,0,0.079045653349059,8.53170774381007,0,0,5.17996166695095,7.20519409919465,5.18028805056714,5.56960325318826,0,0,4.01235690881168,7.31455016920469,5.85938067774455,0,5.49763123284276,0,NA,NA,NA,0.010840108401084,8.74840681201891,8.59306808735461,0,0,4,2,4,2,NA,NA,NA,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,6,7.4,NA,NA
"54",1,11,4,2014-04-01,5,0,-1,0.0264778325123153,6.60466849465238,1,0,4.75315906370154,6.23193314925503,0,4.34739636927497,0,0,3.78011315453678,4.60971982068666,0,0,0,0,NA,NA,NA,0.010840108401084,8.74840681201891,8.59306808735461,0,0,4,2,4,2,NA,NA,NA,1,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,6,7.4,NA,NA
"55",1,11,5,2014-04-01,5,-1,-1,0.087711606381683,8.06366587939965,0,0,5.15478758477271,5.58425166252796,5.55605942660692,5.20961182800408,0,4.16858585882106,0,7.56336153475402,0,0,0,0,NA,NA,NA,0.010840108401084,8.74840681201891,8.59306808735461,0,0,4,2,4,2,NA,NA,NA,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,6,7.4,NA,NA
"56",1,12,1,2014-04-02,6,1,0,0.210300779972911,7.2960382835629,0,0,4.76790109301704,6.34129184937152,4.77816505075908,3.22997401153423,0,0,4.39259558602312,5.52394183783372,0,0,3.38085861066662,0,NA,NA,NA,0.0228756805664015,8.14398895985412,8.13752740034827,0,0,2,1,2,1,NA,NA,NA,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,6.5,6,NA,NA
"57",1,12,2,2014-04-02,NA,NA,NA,0.182244884204851,8.0547446303674,0,0,6.54994540554021,7.01939593322316,3.74358068488402,0,0,4.51613130044595,5.77776996336161,7.0187392533158,0,0,0,0,NA,NA,NA,0.0228756805664015,8.14398895985412,8.13752740034827,0,0,2,1,2,1,NA,NA,NA,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,6.5,6,NA,NA
"58",1,12,3,2014-04-02,7,1,1,0.183170995670996,8.09577795362225,0,0,7.59182387360888,6.88250721215562,6.62327873001256,4.96053427112672,0,0,4.0026677736502,6.51681270651755,0,0,5.49935026913254,0,NA,NA,NA,0.0228756805664015,8.14398895985412,8.13752740034827,0,0,2,1,2,1,NA,NA,NA,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,6.5,6,NA,NA
"59",1,12,4,2014-04-02,6,NA,NA,0.0763516538917607,7.06565520711712,0,0,4.37354073102358,6.29069282978512,2.64105533227793,0,0,0,2.30518171884131,5.42214874073862,0,0,0,0,NA,NA,NA,0.0228756805664015,8.14398895985412,8.13752740034827,0,0,2,1,2,1,NA,NA,NA,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,6.5,6,NA,NA
"60",1,12,5,2014-04-02,7,-1,1,0.053436911487759,7.94336635310544,4,0,6.06657433870156,7.00977020438887,5.05009956732996,4.41676616847778,0,0,3.79849590043726,6.81013583487826,0,0,0,0,NA,NA,NA,0.0228756805664015,8.14398895985412,8.13752740034827,0,0,2,1,2,1,NA,NA,NA,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,6.5,6,NA,NA
"61",1,13,1,2014-04-03,7,-2,1,0.0111111111111111,6.44704116815409,0,0,6.4469920256609,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0.0426120448179272,9.25608437758291,8.63515452228819,0,0,3,2,3,2,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,6.4,6.5,NA,NA
"62",1,13,2,2014-04-03,6,-1,-1,0.140533558055991,8.5357550492995,0,0,6.35761347083897,8.02176606655019,5.66519063039009,4.3468397745845,0,0,4.92242319653011,7.119875091547,0,0,3.37073817417745,0,NA,NA,NA,0.0426120448179272,9.25608437758291,8.63515452228819,0,0,3,2,3,2,NA,NA,NA,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,6.4,6.5,NA,NA
"63",1,13,3,2014-04-03,7,-1,1,0.101457532165408,8.65564157582412,1,0,6.40634353857672,8.35978026290397,5.26182452935566,0,0,0,3.97678025264342,5.47577293694283,0,0,0,0,NA,NA,NA,0.0426120448179272,9.25608437758291,8.63515452228819,0,0,3,2,3,2,NA,NA,NA,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,6.4,6.5,NA,NA
