id,datetime,day_of_week,mood,circumplex.arousal,circumplex.valence,activity,screen,call,sms,appCat_total,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,mood_of_next_day
1,2014-04-19,6.0,7.8,-0.2,1.0,0.0994319117238402,13293.2480006218,1.0,0.0,5131.277000000001,946.19,2728.26,469.274,95.629,29.084,0.0,31.482,396.672,128.89,0.0,305.796,0.0,7.25
1,2014-04-20,7.0,7.25,-0.25,0.75,0.0748162430431159,8343.518000364307,2.0,2.0,9012.887,897.086,4984.724,727.492,10.606,0.0,0.0,34.202,2237.742,0.0,0.0,121.035,0.0,7.6
1,2014-04-21,1.0,7.6,-0.25,1.0,0.1020410589682471,3832.9909992218018,2.0,0.0,6320.905999999999,3442.2319999999995,2004.347,74.88,33.266,0.0,0.0,58.049,428.972,68.278,0.0,210.882,0.0,7.4
1,2014-04-22,2.0,7.4,0.2,1.0,0.091929551822292,15490.269999265667,2.0,0.0,16622.26,2212.954,11360.913,1101.017,38.453,0.0,0.0,63.16,1422.548,0.0,0.0,423.215,0.0,7.6
1,2014-04-23,3.0,7.6,0.2,1.0,0.0459856891337655,14535.339999437334,1.0,0.0,11240.731999999998,1130.842,8928.472,347.427,18.051,0.0,0.0,42.398,526.598,0.0,0.0,246.944,0.0,7.6
1,2014-04-24,4.0,7.6,-0.4,1.0,0.0509029881940343,22086.478000164043,1.0,0.0,19321.166000000005,1466.271,9692.133,4464.975,209.937,0.0,0.0,31.933,2688.536,51.184,0.0,716.197,0.0,7.2
1,2014-04-25,5.0,7.2,-0.2,0.8,0.1090610636368274,13973.941999673843,2.0,1.0,11476.491,817.613,7279.144,650.832,21.071,0.0,0.0,68.84700000000001,2227.694,63.316,0.0,347.974,0.0,7.6
1,2014-04-26,6.0,7.6,-0.2,1.0,0.2142487716242349,15482.018999338148,3.0,4.0,6789.465,864.519,2567.857,125.556,27.267,0.0,0.0,46.205,2368.377,470.773,3.148,315.76300000000003,0.0,7.5
1,2014-04-27,7.0,7.5,0.0,1.0,0.0304789237989636,5700.562000036243,0.0,0.0,6377.525,1291.314,2431.498,1510.221,0.0,0.0,0.0,1056.684,27.47,0.0,0.0,60.338,0.0,7.6
1,2014-04-28,1.0,7.6,-0.8,0.8,0.0196753225383989,10807.829999685284,2.0,0.0,10899.774,1312.001,4697.372,1548.438,465.253,0.0,0.0,72.584,2423.933,0.0,0.0,380.193,0.0,7.0
1,2014-04-29,2.0,7.0,-0.25,1.0,0.1027582485295044,7873.291999101639,0.0,0.0,11924.771,5289.913,3834.645,1562.533,0.0,333.305,0.0,40.472,411.485,41.982,0.0,410.436,0.0,7.8
1,2014-04-30,3.0,7.8,-0.4,0.75,0.1510514590407472,9175.6049990654,1.0,0.0,5935.5070000000005,844.963,3550.618,504.862,375.022,0.0,0.0,185.783,89.166,272.798,0.0,112.295,0.0,8.0
1,2014-05-01,4.0,8.0,-0.4,1.0,0.037065268147657,15516.951998472214,7.0,4.0,17120.532,1876.113,8191.41,470.866,1321.104,0.0,28.098,44.43,4918.942,0.0,0.0,269.569,0.0,7.6
1,2014-05-02,5.0,7.6,-0.2,1.0,0.0773410192967756,15088.51900076866,0.0,0.0,10958.782,795.436,7925.918,352.88800000000003,1069.748,0.0,0.0,32.443,771.266,0.0,0.0,11.083,0.0,8.0
1,2014-05-03,6.0,8.0,-0.2,1.0,0.071740884895172,8186.036000728605,0.0,1.0,8896.804999999998,753.2570000000001,4539.776,2761.95,296.313,0.0,0.0,40.569,205.602,143.631,30.102,125.605,0.0,8.0
2,2014-03-16,7.0,6.333333333333333,0.0,0.0,0.2323298506317764,4902.626999616626,4.0,1.0,6311.653,2481.735,3151.829,88.392,0.0,0.0,0.0,408.106,181.591,0.0,0.0,0.0,0.0,6.75
2,2014-03-17,1.0,6.75,0.5,0.5,0.1680684149503257,10159.769001245491,4.0,0.0,8465.368,1229.347,4518.116,2511.178,0.0,0.0,0.0,103.699,103.028,0.0,0.0,0.0,0.0,8.2
2,2014-03-18,2.0,8.2,0.6,0.8,0.2194843842554375,4512.4710013866425,15.0,1.0,6927.630999999999,2604.521,3933.081,88.943,0.0,0.0,0.0,88.72200000000001,212.364,0.0,0.0,0.0,0.0,6.8
2,2014-03-19,3.0,6.8,0.4,0.4,0.3156317568506431,8182.757000207905,5.0,1.0,5068.202,1554.558,2596.989,196.139,0.0,0.0,0.0,105.536,47.815,567.165,0.0,0.0,0.0,7.25
2,2014-03-20,4.0,7.25,-0.5,0.75,0.2390249602103473,4360.33400130272,10.0,1.0,4298.983,1777.977,2154.371,148.18,0.0,0.0,0.0,86.857,131.598,0.0,0.0,0.0,0.0,7.5
2,2014-03-21,5.0,7.5,-0.75,0.75,0.2896279249001074,11155.850999116892,10.0,1.0,6416.6140000000005,2230.303,2858.446,459.604,0.0,0.0,0.0,37.944,388.021,442.296,0.0,0.0,0.0,6.5
2,2014-03-22,6.0,6.5,-1.0,-0.5,0.4460436868329013,7589.562002897266,25.0,1.0,5677.921,1930.266,1852.256,662.911,0.0,0.0,0.0,43.204,408.667,780.617,0.0,0.0,0.0,6.25
2,2014-03-23,7.0,6.25,-1.0,0.0,0.2696971570335323,4528.527000665666,8.0,1.0,4619.551,894.506,1839.899,388.098,0.0,0.0,0.0,61.865,171.994,1263.189,0.0,0.0,0.0,6.4
2,2014-03-24,1.0,6.4,0.2,-0.2,0.1561246625014999,2766.6489994525905,5.0,0.0,4932.299000000001,1073.496,3012.181,532.013,0.0,0.0,0.0,81.80799999999999,232.801,0.0,0.0,0.0,0.0,7.75
2,2014-03-25,2.0,7.75,-1.25,0.75,0.2305136548564537,4637.388000011446,7.0,0.0,6254.093000000001,2806.931,2788.751,459.589,0.0,0.0,0.0,50.375,148.447,0.0,0.0,0.0,0.0,7.2
2,2014-03-26,3.0,7.2,-1.2,0.4,0.2939534624058421,6069.630000829696,5.0,0.0,6641.722,1736.744,2533.849,767.156,0.0,0.0,0.0,41.95,1562.023,0.0,0.0,0.0,0.0,7.25
2,2014-03-27,4.0,7.25,0.0,0.5,0.2288490089221509,5746.980998754502,3.0,0.0,6635.329999999999,2267.124,2997.043,490.781,0.0,0.0,0.0,731.8530000000001,81.366,0.0,0.0,67.163,0.0,6.8
2,2014-03-28,5.0,6.8,-0.6,0.6,0.2615983280781395,3969.580999135971,8.0,2.0,5848.766,1053.115,1245.127,707.64,0.0,0.0,0.0,125.669,2717.215,0.0,0.0,0.0,0.0,7.25
2,2014-03-29,6.0,7.25,-0.75,0.25,0.432469355060395,4403.242997646333,4.0,0.0,21699.376000000004,17416.280000000002,2141.489,1063.268,0.0,0.0,0.0,52.841,523.854,501.644,0.0,0.0,0.0,7.0
2,2014-03-30,7.0,7.0,-1.0,0.75,0.2418873087939678,3937.0419988632193,10.0,1.0,3598.366,772.787,1110.856,1278.594,0.0,0.0,0.0,113.228,322.901,0.0,0.0,0.0,0.0,7.2
2,2014-03-31,1.0,7.2,-0.8,0.4,0.1563729236642765,4774.145999193192,14.0,2.0,6142.9580000000005,1186.299,2481.322,354.965,0.0,0.0,0.0,81.741,2038.6310000000003,0.0,0.0,0.0,0.0,7.4
2,2014-04-01,2.0,7.4,-0.2,0.8,0.2619605321890544,3297.737997055054,2.0,1.0,4912.333999999999,2790.014,1322.61,76.976,0.0,0.0,0.0,186.413,191.121,345.20000000000005,0.0,0.0,0.0,6.4
2,2014-04-02,3.0,6.4,-0.6,-0.2,0.3191205617996335,6883.828001737594,2.0,0.0,6374.731999999999,1964.21,2942.423,1021.454,0.0,0.0,0.0,128.744,317.901,0.0,0.0,0.0,0.0,5.75
2,2014-04-03,4.0,5.75,-0.25,0.0,0.3225058399099886,6814.30000090599,2.0,0.0,5910.364,1269.299,3595.431,548.787,0.0,0.0,0.0,56.132,122.421,318.294,0.0,0.0,0.0,6.4
2,2014-04-04,5.0,6.4,-1.2,0.2,0.2272703566089604,3653.370000839234,5.0,0.0,5031.025,1121.689,2809.436,809.728,0.0,0.0,0.0,148.852,141.32,0.0,0.0,0.0,0.0,7.4
2,2014-04-05,6.0,7.4,0.0,0.6,0.3219197224805252,13067.926001548763,9.0,1.0,5808.809,1957.087,2309.659,794.484,0.0,0.0,0.0,100.897,258.611,388.071,0.0,0.0,0.0,4.5
2,2014-04-06,7.0,4.5,-1.0,-1.25,0.2152095201608524,3649.96799850464,6.0,0.0,2841.24,576.385,1224.322,618.98,0.0,0.0,0.0,30.011000000000003,391.542,0.0,0.0,0.0,0.0,6.8
2,2014-04-07,1.0,6.8,0.0,0.6,0.1365237343960995,6366.526998281479,2.0,0.0,8096.375,1482.948,3761.179,737.9159999999999,0.0,0.0,0.0,106.148,2008.184,0.0,0.0,0.0,0.0,6.25
2,2014-04-08,2.0,6.25,-0.25,0.5,0.2619510376215639,4079.151999473574,10.0,1.0,4414.8,1184.778,2265.855,193.48,0.0,0.0,0.0,134.434,636.253,0.0,0.0,0.0,0.0,7.25
2,2014-04-09,3.0,7.25,-0.5,0.25,0.2472098480448902,5757.426000595091,12.0,1.0,4665.521,1427.022,2255.545,627.236,0.0,0.0,0.0,61.397,294.321,0.0,0.0,0.0,0.0,7.25
2,2014-04-10,4.0,7.25,0.25,0.75,0.2607506038432931,7844.238998651505,1.0,1.0,5960.192000000001,1303.452,2726.237,695.3240000000001,0.0,0.0,0.0,141.214,566.807,525.1129999999999,0.0,2.045,0.0,6.5
2,2014-04-11,5.0,6.5,-0.5,0.5,0.4244814273084369,5810.030001163483,7.0,1.0,5679.411,1548.192,2343.793,700.7239999999999,0.0,0.0,0.0,136.128,319.645,630.929,0.0,0.0,0.0,6.0
2,2014-04-12,6.0,6.0,-2.0,-1.0,0.3783017333120427,3658.819001197815,6.0,1.0,3880.814,1826.668,1516.7669999999998,0.0,0.0,0.0,0.0,11.016,157.19199999999998,362.185,0.0,6.986,0.0,7.2
2,2014-04-13,7.0,7.2,-0.6,0.4,0.2898201182827999,2174.870997667313,1.0,0.0,2099.481,510.913,855.219,371.52,0.0,0.0,0.0,79.112,123.071,159.646,0.0,0.0,0.0,8.0
2,2014-04-14,1.0,8.0,0.75,1.0,0.1870740501721279,2773.0430009365086,8.0,7.0,2890.708,809.972,1822.477,95.772,0.0,0.0,0.0,21.182,56.817,0.0,0.0,84.488,0.0,7.25
2,2014-04-15,2.0,7.25,-0.5,0.5,0.1736288831786874,701.2870004177095,14.0,1.0,589.227,98.266,445.917,19.658,0.0,0.0,0.0,0.0,25.386000000000003,0.0,0.0,0.0,0.0,6.666666666666667
2,2014-04-16,3.0,6.666666666666667,-0.3333333333333333,0.3333333333333333,0.3532763532763534,109.28399968147278,16.0,1.0,125.133,125.133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5
2,2014-04-17,4.0,6.5,0.25,0.0,0.4700854700854705,41.23499965667722,10.0,7.0,39.608,2.007,37.601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5
2,2014-04-18,5.0,6.5,0.0,0.0,0.2564357634583762,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.666666666666667
2,2014-04-19,6.0,5.666666666666667,-0.6666666666666666,-0.3333333333333333,0.5,187.3220000267031,1.0,0.0,82.43100000000001,10.09,72.34100000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
2,2014-04-20,7.0,5.0,-0.6666666666666666,0.0,0.2566085366724029,0.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
2,2014-04-21,1.0,5.5,-0.5,-0.5,0.2565262483896535,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.666666666666667
2,2014-04-22,2.0,5.666666666666667,-1.3333333333333333,-0.3333333333333333,0.075,13.08000016212468,15.0,2.0,106.887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.887,0.0,0.0,0.0,0.0,5.5
2,2014-04-23,3.0,5.5,0.0,0.5,0.142857142857143,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
2,2014-04-24,4.0,7.0,-0.5,-0.5,0.0344827586206897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
3,2014-03-21,5.0,9.0,1.0,2.0,0.1223480593630276,1664.9540009498598,5.0,2.0,3392.445,168.055,1724.739,946.017,0.0,0.0,10.046,543.588,0.0,0.0,0.0,0.0,0.0,7.8
3,2014-03-22,6.0,7.8,0.8,1.0,0.1913883086450861,2643.5370004177103,8.0,1.0,5118.218000000001,482.088,458.495,3915.524,0.0,0.0,0.0,89.216,0.0,168.545,0.0,4.35,0.0,8.2
3,2014-03-23,7.0,8.2,-0.2,1.2,0.1002466983942117,5048.337000608444,1.0,1.0,4507.239,492.576,1503.122,1741.3909999999998,36.364,0.0,161.998,251.529,0.0,275.40500000000003,0.0,0.0,44.854,7.8
3,2014-03-24,1.0,7.8,-0.6,1.4,0.090740222421567,6248.045999526978,3.0,0.0,7380.384,92.246,2282.336,3908.043,105.217,0.0,125.325,851.0169999999999,0.0,0.0,11.064,5.136,0.0,7.8
3,2014-03-25,2.0,7.8,-0.4,1.2,0.1327682855234919,3791.112000226976,6.0,1.0,4499.424999999999,1044.495,1305.098,1351.416,447.543,0.0,141.076,133.63,0.0,0.0,47.324,28.843000000000004,0.0,8.25
3,2014-03-26,3.0,8.25,0.5,1.0,0.0911532011403041,3985.9769988059993,1.0,0.0,3970.295,118.639,1294.789,2355.873,87.141,0.0,20.684,72.68,0.0,12.84,7.649,0.0,0.0,7.75
3,2014-03-27,4.0,7.75,0.25,0.5,0.1031957536987308,3275.632001638412,3.0,1.0,3264.714,588.336,931.662,1653.757,0.0,0.0,13.437,60.032,0.0,0.0,0.0,17.490000000000002,0.0,8.0
3,2014-03-28,5.0,8.0,-0.5,1.5,0.1046792879790665,3250.4419982433324,3.0,0.0,4933.610000000001,277.526,940.879,3351.791,0.0,0.0,46.206,246.376,0.0,0.0,63.787000000000006,7.045,0.0,8.6
3,2014-03-29,6.0,8.6,-0.2,1.6,0.1633773377586506,2261.391000509263,0.0,1.0,2855.262,19.31,152.928,2529.228,49.371,0.0,0.0,104.425,0.0,0.0,0.0,0.0,0.0,8.4
3,2014-03-30,7.0,8.4,-0.2,1.0,0.1646507152666788,3568.718999385834,1.0,0.0,3555.866,12.869,1223.623,2039.814,0.0,0.0,26.284,186.054,0.0,0.0,35.267,0.0,31.955,7.4
3,2014-03-31,1.0,7.4,0.4,0.6,0.0836335845955086,9398.24399995804,3.0,1.0,8338.586000000001,2044.996,4412.685,1699.4679999999998,77.491,0.0,0.0,98.786,0.0,0.0,0.0,5.16,0.0,7.6
3,2014-04-01,2.0,7.6,0.4,0.4,0.097414340146311,3205.793999433517,2.0,0.0,3206.38,543.663,711.798,1626.554,58.641,0.0,62.49,203.234,0.0,0.0,0.0,0.0,0.0,7.4
3,2014-04-02,3.0,7.4,0.2,0.6,0.0786881382869165,3364.2400007247934,2.0,0.0,3893.385,854.1980000000001,820.558,1981.504,65.43900000000001,0.0,18.699,98.842,0.0,54.145,0.0,0.0,0.0,7.8
3,2014-04-03,4.0,7.8,0.0,1.0,0.0836364543999837,2312.74599981308,1.0,0.0,22577.839,19586.766,685.184,2093.16,72.103,0.0,0.0,91.237,0.0,0.0,20.192,29.197000000000003,0.0,7.8
3,2014-04-04,5.0,7.8,0.2,1.4,0.0871065604162596,3231.443998813628,0.0,3.0,4064.375,617.093,804.0909999999999,1371.565,47.284,0.0,6.163,902.67,0.0,0.0,315.509,0.0,0.0,7.6
3,2014-04-05,6.0,7.6,1.2,1.0,0.1144279376296363,3852.661998987194,6.0,0.0,3856.321,263.059,1110.404,2295.814,0.0,0.0,106.486,60.862,0.0,19.696,0.0,0.0,0.0,6.8
3,2014-04-06,7.0,6.8,0.2,0.8,0.076772015485237,6028.54899859429,0.0,0.0,6023.293,11.063,730.343,4234.2,0.0,0.0,0.0,1024.593,0.0,0.0,23.094,0.0,0.0,7.4
3,2014-04-07,1.0,7.4,0.2,1.0,0.1440639367890296,5035.644999742507,2.0,0.0,5264.992,596.011,1787.445,2513.812,88.197,0.0,124.681,72.082,0.0,0.0,82.764,0.0,0.0,7.4
3,2014-04-08,2.0,7.4,0.4,1.2,0.1038308889653645,4475.89199995995,2.0,1.0,4468.525,873.53,683.364,1307.637,27.089,0.0,1494.864,70.913,0.0,0.0,11.128,0.0,0.0,7.8
3,2014-04-09,3.0,7.8,0.6,1.0,0.0921222333052219,1773.7219996452325,0.0,0.0,1944.747,23.843000000000004,763.865,984.36,31.735,0.0,16.27,74.42,0.0,0.0,50.254,0.0,0.0,7.4
3,2014-04-10,4.0,7.4,0.4,1.0,0.1080663991151945,7018.261001348492,0.0,2.0,7012.462,103.689,1778.979,2776.328,0.0,0.0,5.217,95.092,13.22,0.0,2239.937,0.0,0.0,7.6
3,2014-04-11,5.0,7.6,0.2,1.0,0.1201880832717655,4983.920999288563,0.0,0.0,5342.803,102.159,1698.898,3128.489,17.149,0.0,9.16,354.092,0.0,0.0,28.343,4.513,0.0,7.666666666666667
3,2014-04-12,6.0,7.666666666666667,0.3333333333333333,1.0,0.1270373422712845,2492.8179993629456,6.0,0.0,32864.336,19477.059,229.648,12054.726,0.0,0.0,0.0,1072.477,0.0,0.0,21.096,9.33,0.0,7.4
3,2014-04-13,7.0,7.4,0.2,1.0,0.0781375421662017,7752.552998781202,1.0,1.0,11979.51,1391.461,2391.052,3217.934,0.0,0.0,643.756,4335.307,0.0,0.0,0.0,0.0,0.0,7.0
3,2014-04-14,1.0,7.0,0.0,0.8,0.0928962657178071,4230.447000265119,0.0,1.0,6696.128999999999,1808.078,3571.217,1152.669,28.19,0.0,8.073,58.008,41.365,0.0,11.226,17.303,0.0,7.6
3,2014-04-15,2.0,7.6,0.2,0.8,0.1195549985213912,3964.784998178483,6.0,0.0,4940.186,726.5,2245.302,1850.042,0.0,0.0,6.025,100.235,0.0,0.0,12.082,0.0,0.0,8.0
3,2014-04-16,3.0,8.0,0.8,1.0,0.114768169214947,5334.56700015068,2.0,0.0,5452.173,244.239,1454.301,3481.064,18.113,0.0,33.186,175.38,0.0,0.0,38.228,7.662,0.0,7.25
3,2014-04-17,4.0,7.25,0.25,0.75,0.1408592463523663,5006.50600028038,4.0,2.0,5496.721,1816.36,2048.286,1159.785,172.576,0.0,0.0,167.096,0.0,0.0,101.287,31.331,0.0,7.5
3,2014-04-18,5.0,7.5,0.0,1.0,0.0738760828994091,6253.73700046539,6.0,0.0,7519.634999999999,1751.578,1206.113,4304.597,0.0,0.0,183.844,47.282,0.0,0.0,18.267,7.954,0.0,7.8
3,2014-04-19,6.0,7.8,0.6,0.8,0.208229777089402,1441.918000221252,4.0,1.0,1462.046,117.624,1155.189,66.705,0.0,0.0,0.0,53.494,0.0,69.034,0.0,0.0,0.0,7.5
3,2014-04-20,7.0,7.5,0.25,1.0,0.1468526372239469,3489.126999378204,3.0,2.0,3313.034,489.672,993.986,1528.4879999999998,0.0,0.0,0.0,49.111,0.0,26.617,225.16000000000005,0.0,0.0,7.4
3,2014-04-21,1.0,7.4,0.2,1.0,0.0208458050307714,6019.938000440604,3.0,0.0,6858.891000000001,723.0600000000001,242.136,4016.524,23.194,0.0,0.0,1681.297,0.0,167.219,0.0,5.461,0.0,7.6
3,2014-04-22,2.0,7.6,0.4,0.8,0.092855614460823,3493.3910002708435,0.0,0.0,4411.128,126.094,1806.502,2342.385,0.0,0.0,39.548,73.491,0.0,0.0,23.108,0.0,0.0,7.0
3,2014-04-23,3.0,7.0,0.6,0.8,0.1203897193369119,4272.427999734879,0.0,1.0,4260.484,145.374,1479.562,2393.742,159.123,0.0,0.0,58.527,0.0,0.0,24.156,0.0,0.0,7.4
3,2014-04-24,4.0,7.4,-0.2,1.0,0.1060010922360682,4893.604000329971,0.0,0.0,4907.730000000001,115.675,2815.141,1748.107,52.354,0.0,0.0,159.014,0.0,0.0,17.439,0.0,0.0,7.5
